NEW_LANGUAGE_ISSUE,#PARTICIPANTS,DURATION,OLD_LANGUAGE_ISSUE,3ELATED_LEVEL,RELATED_CLASS,ISSUE_ASKER,PYTHON_USER,R_USER,MULTI-LANGUAGE_USER,HELPFUL_WAY,CODE,REFERENCE,DESCRIPTION,CODE_DOCUMENT,OUTER_LINK,RELATED_ISSUE
https://github.com/zmjones/edarf/issues/25,2,7,https://github.com/scikit-learn/scikit-learn/issues/5653,1,O,zmjones,1,1,1,E,1,1,1,1,1,0
https://github.com/zmjones/edarf/issues/39,2,12,https://github.com/scikit-learn/scikit-learn/issues/798,1,G,zmjones,1,1,1,C,0,0,1,0,1,0
https://github.com/zmjones/edarf/issues/41,1,3,https://github.com/scikit-learn/scikit-learn/issues/97,1,O,zmjones,1,1,1,B,1,0,1,1,1,0
https://github.com/zmjones/edarf/issues/53,2,1,https://github.com/scikit-learn/scikit-learn/issues/2923,1,Y,zmjones,1,1,1,C,1,0,1,0,1,0
https://github.com/ehrlinger/ggRandomForests/issues/24,2,1,https://github.com/scikit-learn/scikit-learn/issues/2777,1,G,ehrlinger,1,1,1,C,1,0,1,1,1,1
https://github.com/grf-labs/grf/issues/10,1,1,https://github.com/scikit-learn/scikit-learn/issues/2639,1,O,jtibshirani,1,0,1,E,1,0,1,0,1,1
https://github.com/grf-labs/grf/issues/103,1,1,https://github.com/scikit-learn/scikit-learn/issues/5041,1,O,jtibshirani,1,0,1,C,1,0,1,0,0,1
https://github.com/grf-labs/grf/issues/107,1,1,https://github.com/scikit-learn/scikit-learn/issues/482,1,P,jtibshirani,1,0,1,C,1,0,1,0,0,0
https://github.com/grf-labs/grf/issues/111,1,1,https://github.com/scikit-learn/scikit-learn/issues/482,1,P,jtibshirani,1,0,1,C,1,0,1,0,0,0
https://github.com/grf-labs/grf/issues/112,1,1,https://github.com/scikit-learn/scikit-learn/issues/482,1,P,jtibshirani,1,0,1,C,1,0,1,0,0,0
https://github.com/grf-labs/grf/issues/119,1,1,https://github.com/scikit-learn/scikit-learn/issues/97,1,O,jtibshirani,1,0,1,C,1,0,1,1,1,0
https://github.com/grf-labs/grf/issues/138,3,15,https://github.com/scikit-learn/scikit-learn/issues/5940,1,P,tcovert,0,1,1,C,0,0,1,0,0,0
https://github.com/grf-labs/grf/issues/15,1,1,https://github.com/scikit-learn/scikit-learn/issues/326,1,O,jtibshirani,1,0,1,F,1,0,1,0,0,1
https://github.com/grf-labs/grf/issues/155,1,1,https://github.com/scikit-learn/scikit-learn/issues/5646,1,B,jtibshirani,1,0,1,A,1,0,0,0,0,0
https://github.com/grf-labs/grf/issues/156,1,1,https://github.com/scikit-learn/scikit-learn/issues/2399,1,O,jtibshirani,1,0,1,F,0,0,1,0,0,1
https://github.com/grf-labs/grf/issues/170,1,1,https://github.com/scikit-learn/scikit-learn/issues/3204,1,O,jtibshirani,1,0,1,A,1,1,1,0,1,1
https://github.com/grf-labs/grf/issues/173,3,384,https://github.com/scikit-learn/scikit-learn/issues/310,1,O,jeffwong,1,1,1,C,1,0,1,0,1,1
https://github.com/grf-labs/grf/issues/179,5,387,https://github.com/scikit-learn/scikit-learn/issues/3313,1,R,walterwzhang,0,1,1,C,1,0,1,0,1,0
https://github.com/grf-labs/grf/issues/199,1,1,https://github.com/scikit-learn/scikit-learn/issues/5041,1,O,jtibshirani,1,0,1,C,1,0,1,0,0,1
https://github.com/grf-labs/grf/issues/207,1,1,https://github.com/scikit-learn/scikit-learn/issues/5041,1,O,jtibshirani,1,0,1,C,1,0,1,0,0,1
https://github.com/grf-labs/grf/issues/208,1,1,https://github.com/scikit-learn/scikit-learn/issues/5041,1,O,jtibshirani,1,0,1,C,1,0,1,0,0,1
https://github.com/grf-labs/grf/issues/21,1,1,https://github.com/scikit-learn/scikit-learn/issues/6411,1,P,swager,1,1,1,C,1,0,1,0,1,1
https://github.com/grf-labs/grf/issues/216,1,1,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,jtibshirani,1,0,1,A,1,1,1,1,1,0
https://github.com/grf-labs/grf/issues/228,2,1,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,swager,1,1,1,A,1,1,1,1,1,0
https://github.com/grf-labs/grf/issues/233,1,1,https://github.com/scikit-learn/scikit-learn/issues/1732,1,O,jtibshirani,1,0,1,C,1,0,1,1,1,0
https://github.com/grf-labs/grf/issues/237,3,1,https://github.com/scikit-learn/scikit-learn/issues/448,1,O,susanathey,0,1,1,C,1,0,1,1,1,0
https://github.com/grf-labs/grf/issues/239,1,1,https://github.com/scikit-learn/scikit-learn/issues/6313,1,O,rinafriedberg,0,0,0,E,1,1,1,0,1,1
https://github.com/grf-labs/grf/issues/254,3,13,https://github.com/scikit-learn/scikit-learn/issues/1732,1,O,jtibshirani,1,0,1,C,1,0,1,1,1,0
https://github.com/grf-labs/grf/issues/280,3,2,https://github.com/scikit-learn/scikit-learn/issues/3464,1,P,cnUCL,0,0,0,E,1,0,1,0,1,1
https://github.com/grf-labs/grf/issues/40,1,1,https://github.com/scikit-learn/scikit-learn/issues/2747,1,O,jtibshirani,1,0,1,A,1,0,1,0,1,0
https://github.com/grf-labs/grf/issues/41,1,1,https://github.com/scikit-learn/scikit-learn/issues/2488,1,P,jtibshirani,1,0,1,C,1,0,1,0,1,0
https://github.com/grf-labs/grf/issues/46,1,1,https://github.com/scikit-learn/scikit-learn/issues/2387,1,P,jtibshirani,1,0,1,E,1,0,1,0,1,1
https://github.com/grf-labs/grf/issues/47,1,1,https://github.com/scikit-learn/scikit-learn/issues/7320,1,P,jtibshirani,1,0,1,C,1,0,1,0,0,0
https://github.com/grf-labs/grf/issues/48,1,1,https://github.com/scikit-learn/scikit-learn/issues/6394,1,P,jtibshirani,1,0,1,C,0,0,1,1,1,0
https://github.com/grf-labs/grf/issues/49,1,1,https://github.com/scikit-learn/scikit-learn/issues/6638,1,P,jtibshirani,1,0,1,C,0,0,0,0,0,1
https://github.com/grf-labs/grf/issues/56,1,1,https://github.com/scikit-learn/scikit-learn/issues/7243,1,O,jtibshirani,1,0,1,C,0,0,1,0,1,1
https://github.com/grf-labs/grf/issues/62,1,1,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,jtibshirani,1,0,1,A,1,1,1,1,1,0
https://github.com/grf-labs/grf/issues/7,1,1,https://github.com/scikit-learn/scikit-learn/issues/2639,1,O,jtibshirani,1,0,1,E,1,0,1,0,1,0
https://github.com/grf-labs/grf/issues/76,1,1,https://github.com/scikit-learn/scikit-learn/issues/2282,1,O,jtibshirani,1,0,1,F,0,0,1,0,0,1
https://github.com/imbs-hl/ranger/issues/125,2,4,https://github.com/scikit-learn/scikit-learn/issues/394,1,R,Eric2333,0,0,0,C,0,0,1,0,1,0
https://github.com/imbs-hl/ranger/issues/144,3,143,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,lixin4306ren,1,1,1,C,1,1,1,1,1,0
https://github.com/imbs-hl/ranger/issues/158,2,68,https://github.com/scikit-learn/scikit-learn/issues/479,1,P,afonsoguerra,0,1,1,C,1,0,1,0,1,0
https://github.com/imbs-hl/ranger/issues/162,2,40,https://github.com/scikit-learn/scikit-learn/issues/6838,1,P,talgalili,1,1,1,C,0,0,1,1,1,1
https://github.com/imbs-hl/ranger/issues/168,3,13,https://github.com/scikit-learn/scikit-learn/issues/571,1,O,CorinnaSchmalohr,0,1,0,A,1,0,1,0,0,0
https://github.com/imbs-hl/ranger/issues/243,2,10,https://github.com/scikit-learn/scikit-learn/issues/3113,1,B,nielsenmarkus11,1,1,1,C,1,0,1,0,1,1
https://github.com/imbs-hl/ranger/issues/277,2,5,https://github.com/scikit-learn/scikit-learn/issues/5115,1,G,nilescbn,0,1,0,C,1,0,1,1,1,1
https://github.com/KlausVigo/kknn/issues/4,2,1,https://github.com/scikit-learn/scikit-learn/issues/3313,1,R,KlausVigo,1,1,1,C,1,0,1,0,1,0
https://github.com/KlausVigo/kknn/issues/8,2,285,https://github.com/scikit-learn/scikit-learn/issues/1732,1,O,KlausVigo,1,1,1,C,1,0,1,1,1,0
https://github.com/kogalur/randomForestSRC/issues/5,2,15,https://github.com/scikit-learn/scikit-learn/issues/4766,1,G,kogalur,0,0,0,C,0,0,1,0,0,0
https://github.com/kogalur/randomForestSRC/issues/6,2,1,https://github.com/scikit-learn/scikit-learn/issues/6161,1,G,kogalur,0,0,0,C,0,0,1,1,1,1
https://github.com/kogalur/randomForestSRC/issues/8,2,10,https://github.com/scikit-learn/scikit-learn/issues/3313,1,R,kogalur,0,0,0,C,1,0,1,0,1,0
https://github.com/neurodata/lumberjack/issues/11,2,4,https://github.com/scikit-learn/scikit-learn/issues/1162,1,P,disa-mhembere,1,1,1,C,1,0,1,1,1,0
https://github.com/neurodata/lumberjack/issues/22,2,144,https://github.com/scikit-learn/scikit-learn/issues/6602,1,O,ebridge2,1,1,1,C,1,0,1,0,1,1
https://github.com/neurodata/lumberjack/issues/30,3,37,https://github.com/scikit-learn/scikit-learn/issues/3410,1,R,jasonkyuyim,1,1,1,C,1,0,1,1,1,1
https://github.com/neurodata/lumberjack/issues/37,2,190,https://github.com/scikit-learn/scikit-learn/issues/2530,1,O,jasonkyuyim,1,1,1,C,1,0,1,1,0,1
https://github.com/neurodata/lumberjack/issues/38,1,1,https://github.com/scikit-learn/scikit-learn/issues/2530,1,O,jasonkyuyim,1,1,1,C,1,0,1,1,0,1
https://github.com/neurodata/lumberjack/issues/40,3,70,https://github.com/scikit-learn/scikit-learn/issues/474,1,O,jovo,1,1,1,C,1,1,1,1,1,0
https://github.com/neurodata/lumberjack/issues/41,2,1,https://github.com/scikit-learn/scikit-learn/issues/448,1,O,jovo,1,1,1,C,1,0,1,1,1,0
https://github.com/neurodata/lumberjack/issues/63,3,53,https://github.com/scikit-learn/scikit-learn/issues/2888,1,R,ttomita,1,1,1,E,1,0,1,1,0,1
https://github.com/neurodata/lumberjack/issues/68,1,1,https://github.com/scikit-learn/scikit-learn/issues/1988,1,B,MrAE,1,1,1,C,1,0,1,0,1,1
https://github.com/neurodata/lumberjack/issues/7,2,58,https://github.com/scikit-learn/scikit-learn/issues/2086,1,O,ttomita,1,1,1,A,1,0,1,0,0,1
https://github.com/neurodata/lumberjack/issues/71,4,46,https://github.com/scikit-learn/scikit-learn/issues/5372,1,O,cshen6,0,1,1,C,1,1,1,0,1,1
https://github.com/neurodata/lumberjack/issues/77,1,1,https://github.com/scikit-learn/scikit-learn/issues/522,1,O,jasonkyuyim,1,1,1,C,1,1,1,0,1,0
https://github.com/neurodata/lumberjack/issues/8,2,28,https://github.com/scikit-learn/scikit-learn/issues/4083,1,G,ttomita,1,1,1,C,0,0,1,0,1,0
https://github.com/neurodata/lumberjack/issues/87,2,79,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,jovo,1,1,1,C,1,1,1,1,1,0
https://github.com/rsquaredacademy/blorr/issues/44,1,1,https://github.com/scikit-learn/scikit-learn/issues/3070,1,O,aravindhebbali,1,1,1,C,1,0,1,0,0,0
https://github.com/rsquaredacademy/blorr/issues/48,1,1,https://github.com/scikit-learn/scikit-learn/issues/6146,1,B,aravindhebbali,1,1,1,C,1,0,1,0,0,0
https://github.com/rsquaredacademy/blorr/issues/62,1,157,https://github.com/scikit-learn/scikit-learn/issues/97,1,O,aravindhebbali,1,1,1,C,1,0,1,1,1,0
https://github.com/rsquaredacademy/blorr/issues/63,1,1,https://github.com/scikit-learn/scikit-learn/issues/1581,1,O,aravindhebbali,1,1,1,E,1,0,1,1,1,1
https://github.com/rsquaredacademy/blorr/issues/8,1,1,https://github.com/scikit-learn/scikit-learn/issues/97,1,O,aravindhebbali,1,1,1,C,1,0,1,1,1,0
https://github.com/sorhawell/forestFloor/issues/1,1,14,https://github.com/scikit-learn/scikit-learn/issues/2458,1,R,sorhawell,0,1,1,C,1,0,1,1,1,1
https://github.com/sorhawell/forestFloor/issues/13,1,424,https://github.com/scikit-learn/scikit-learn/issues/5041,1,R,sorhawell,0,1,1,C,1,0,1,0,0,1
https://github.com/sorhawell/forestFloor/issues/20,1,1,https://github.com/scikit-learn/scikit-learn/issues/1732,1,O,sorhawell,0,1,1,C,1,0,1,1,1,0
https://github.com/sorhawell/forestFloor/issues/5,1,2,https://github.com/scikit-learn/scikit-learn/issues/5041,1,O,sorhawell,0,1,1,C,1,0,1,0,0,1
https://github.com/suiji/Arborist/issues/1,2,424,https://github.com/scikit-learn/scikit-learn/issues/3808,1,P,suiji,0,1,0,C,0,0,1,1,1,0
https://github.com/suiji/Arborist/issues/14,2,36,https://github.com/scikit-learn/scikit-learn/issues/3313,1,R,suiji,0,1,0,C,1,0,1,0,1,0
https://github.com/suiji/Arborist/issues/41,2,2,https://github.com/scikit-learn/scikit-learn/issues/3727,1,R,suiji,0,1,0,C,1,0,1,1,1,1
https://github.com/suiji/Arborist/issues/42,1,4,https://github.com/scikit-learn/scikit-learn/issues/5041,1,R,suiji,0,1,0,C,1,0,1,0,0,1
https://github.com/szilard/benchm-ml/issues/15,3,3,https://github.com/scikit-learn/scikit-learn/issues/5491,1,O,szilard,1,1,1,C,1,1,1,1,1,0
